time,HEADWATER,TAILWATER,GAGE-1
3652.5,0.0,0.0,0.0
3683.5,56.70559191685402,66.76450389349066,-116.67229692074397
3712.5,-241.25768757977494,-171.44019258303615,411.032737747164
3743.5,-329.48927202919594,-281.48289758982514,605.21700097553
3773.5,-450.758962613256,-403.76234344231216,844.2141037573047
3804.5,-502.03775791198495,-422.76227499106403,914.9371580434545
3834.5,-293.7078219389439,-319.73051674440103,606.0730411275522
3865.5,-7.473361938757989,-91.45128360808121,99.01565020299722
3896.5,352.64961763565645,188.16420427858372,-532.5712041316588
3926.5,606.5596585762105,421.06312558042396,-1012.3111028456128
3957.5,1058.6732057184154,677.7148057992326,-1716.497179156851
3987.5,1470.673323789636,966.7791605335892,-2411.024105758288
4018.5,1711.5302384308586,1102.021180747178,-2788.4623880113304
4049.5,1448.3076939611722,1155.0455809937014,-2574.1199085889743
4077.5,1127.0476120440271,996.961996750287,-2099.598096622708
4108.5,682.9099924166717,735.9159071861563,-1401.642997492131
4138.5,664.6913892717205,695.2668949733181,-1345.3893232480038
4169.5,327.2775487025275,489.14638275078744,-805.6353741627859
4199.5,199.91079215876016,387.1845142082939,-578.9076282616461
4230.5,1087.1934219270229,783.1421090282034,-1855.942692224317
4261.5,1347.4585772639584,1125.0780587503239,-2446.6180570992797
4291.5,1801.3506603701414,1421.44954852811,-3191.7025436737586
4322.5,2352.043226182156,1037.918757479728,-3342.729570463559
4352.5,2352.043226182156,1037.918757479728,-3342.729570463559
4383.5,2352.043226182156,1037.918757479728,-3342.729570463559
